Date,^DJI,GS,MCD,DOW,CAT,MRK,CVX,VZ,MSFT,AMGN,CSCO,BA,PG,JPM,WBA,DIS,KO,MMM,AXP,WMT,JNJ,HON,V,NKE,AAPL,CRM,HD,TRV,UNH,INTC,IBM
2019-05-14,25532.05078125,188.5507354736328,189.8384246826172,47.21643829345703,121.19493865966797,73.54325866699219,111.73473358154297,52.501705169677734,122.14360046386719,159.702392578125,49.201560974121094,336.93011474609375,101.1317138671875,104.11592102050781,49.1149787902832,131.59178161621094,46.03135299682617,164.54393005371094,113.76385498046875,97.7218017578125,130.40625,161.9084930419922,158.49082946777344,82.22259521484375,46.44473648071289,158.07000732421875,183.59677124023438,139.43548583984375,229.60679626464844,43.538883209228516,123.73059844970703
2019-05-15,25648.01953125,188.66603088378906,190.854736328125,47.63930130004883,121.03330993652344,73.666748046875,112.19400787353516,52.74309539794922,123.8636474609375,161.6628875732422,49.59880447387695,339.48382568359375,102.18517303466797,103.71953582763672,49.26443862915039,133.0539093017578,46.494598388671875,163.52027893066406,114.39582061767578,97.32229614257812,130.49200439453125,163.08314514160156,161.04312133789062,82.55672454833984,47.001102447509766,155.05999755859375,183.73092651367188,140.2106170654297,229.26690673828125,43.972633361816406,124.7422866821289
2019-05-16,25862.6796875,191.29811096191406,191.7367706298828,47.66628646850586,120.37725830078125,75.16763305664062,112.05487060546875,53.27229309082031,126.7238540649414,163.10267639160156,52.89971923828125,347.5082702636719,103.53550720214844,105.05023956298828,49.04024887084961,133.864013671875,46.87276077270508,161.35089111328125,116.51533508300781,98.71566772460938,131.7310791015625,164.4407196044922,163.3516845703125,82.82203674316406,46.79431915283203,158.47999572753906,184.32496643066406,141.06228637695312,229.9564208984375,43.88589096069336,126.11595153808594
2019-05-17,25764.0,189.6554412841797,190.99853515625,45.70493698120117,116.716796875,74.77816772460938,111.79512786865234,53.931461334228516,125.87857818603516,163.0930938720703,53.29696273803711,348.69671630859375,102.9034423828125,104.54060363769531,49.238067626953125,133.40957641601562,46.51350784301758,158.79649353027344,115.7667007446289,98.27721405029297,132.11231994628906,163.63194274902344,162.578857421875,83.1070327758789,46.528438568115234,154.57000732421875,184.5166015625,141.13885498046875,234.41395568847656,43.26899719238281,124.66803741455078
2019-05-20,25679.900390625,189.4729461669922,190.7780303955078,45.05714797973633,116.40303802490234,74.93014526367188,112.09196472167969,54.785606384277344,124.06022644042969,161.6340789794922,52.97538375854492,346.5064697265625,102.78851318359375,105.08798217773438,49.2286491394043,132.29322814941406,46.1826171875,156.12937927246094,116.51533508300781,98.92029571533203,131.9312286376953,162.3513946533203,161.96453857421875,81.41679382324219,45.0734977722168,155.97999572753906,182.95484924316406,141.78955078125,238.8909149169922,41.987022399902344,125.41053771972656
2019-05-21,25877.330078125,191.26930236816406,191.59295654296875,45.5519905090332,118.79898071289062,75.51911163330078,112.55577087402344,55.24052429199219,124.72859954833984,162.88192749023438,53.45774841308594,352.36029052734375,101.869140625,105.44661712646484,49.699642181396484,132.47103881835938,45.946266174316406,157.11546325683594,117.20564270019531,98.53054809570312,131.64527893066406,163.2949676513672,162.35098266601562,82.193115234375,45.93760299682617,155.77999877929688,183.4339141845703,141.1197052001953,242.72691345214844,42.854522705078125,126.6449966430664
2019-05-22,25776.609375,187.82066345214844,191.70802307128906,45.174110412597656,117.4774169921875,76.92499542236328,111.84152221679688,55.0084228515625,125.48541259765625,164.42730712890625,52.67272186279297,346.4966125488281,102.2043228149414,104.5877914428711,49.86920166015625,132.23394775390625,46.93893814086914,159.4069366455078,116.68061828613281,99.61212158203125,132.25527954101562,163.01571655273438,162.72747802734375,81.76072692871094,44.99718475341797,157.63999938964844,181.000244140625,141.588623046875,242.14422607421875,42.411136627197266,126.55216979980469
2019-05-23,25490.470703125,184.4104766845703,190.7588653564453,43.824554443359375,116.24141693115234,76.9629898071289,109.33699035644531,54.6556282043457,124.02091217041016,165.20481872558594,51.25398635864258,344.30633544921875,102.24263763427734,102.53038787841797,48.61635208129883,131.12747192382812,47.12801742553711,157.10533142089844,115.14444732666016,99.25159454345703,133.2369842529297,161.0323486328125,160.02259826660156,81.21041870117188,44.22909927368164,153.7100067138672,183.96087646484375,140.6125030517578,239.3861846923828,42.921993255615234,122.87671661376953
2019-05-24,25585.689453125,185.39991760253906,189.60841369628906,44.26540756225586,116.84989929199219,77.10548400878906,110.11617279052734,55.073402404785156,124.07987976074219,164.4081268310547,51.42424011230469,348.578857421875,102.17559051513672,103.54020690917969,48.76707077026367,131.1867218017578,46.901119232177734,157.31369018554688,116.19448852539062,100.04084777832031,133.24658203125,161.2645263671875,161.14222717285156,80.73872375488281,44.05923080444336,154.50999450683594,185.4842987060547,141.5694580078125,240.48358154296875,42.96055221557617,122.77462768554688
2019-05-28,25347.76953125,181.9801025390625,188.55377197265625,43.68960189819336,115.60438537597656,76.24105072021484,109.7451171875,54.52564239501953,124.00126647949219,162.0756378173828,51.008079528808594,348.5592346191406,100.03995513916016,102.41714477539062,48.719974517822266,131.01878356933594,46.41896438598633,154.718505859375,114.89167022705078,99.79725646972656,131.53842163085938,159.8906707763672,162.20237731933594,79.79531860351562,43.87705612182617,155.19000244140625,183.5297088623047,139.98094177246094,235.07432556152344,41.99666213989258,121.08541870117188
